date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:36:53	32019/32019	---MCZ	200	added ('OK')	text/html	etag:W/%22638dbb43-7d13%22	https://template.hasthemes.com/taset/taset/blog-right-sidebar.html	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/blog-right-sidebar.html	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:53	34307/34307	---MCZ	200	added ('OK')	text/html	etag:W/%22638dbb3f-8603%22	https://template.hasthemes.com/taset/taset/blog-details.html	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/blog-details.html	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:53	20369/20369	---MCZ	200	added ('OK')	text/html	etag:W/%22638dbb49-4f91%22	https://template.hasthemes.com/taset/taset/contact.html	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/contact.html	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:55	23526/23526	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:55%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/1.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:55	60562/60562	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:55%20GMT	https://template.hasthemes.com/taset/taset/assets/img/photos/a1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/photos/a1.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:55	11730/11730	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:55%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/2.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:56	23974/23974	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:56%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/3.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:57	18078/18078	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:57%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/4.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:57	9388/9388	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:57%20GMT	https://template.hasthemes.com/taset/taset/assets/img/shape/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/shape/2.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:57	9380/9380	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:58%20GMT	https://template.hasthemes.com/taset/taset/assets/img/shape/3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/shape/3.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:58	7728/7728	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:58%20GMT	https://template.hasthemes.com/taset/taset/assets/img/team/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/team/1.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:58	6874/6874	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:58%20GMT	https://template.hasthemes.com/taset/taset/assets/img/team/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/team/2.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:58	8408/8408	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:59%20GMT	https://template.hasthemes.com/taset/taset/assets/img/team/3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/team/3.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:59	5152/5152	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:59%20GMT	https://template.hasthemes.com/taset/taset/assets/img/team/4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/team/4.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:36:59	31568/31568	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:06:59%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/w1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/w1.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:00	35972/35972	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:00%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/w2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/w2.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:00	32336/32336	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:00%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/w3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/w3.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:01	52138/52138	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:01%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/w4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/w4.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:01	1919/1919	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:01%20GMT	https://template.hasthemes.com/taset/taset/assets/img/icons/quote-icon.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/icons/quote-icon.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:01	2891/2891	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:02%20GMT	https://template.hasthemes.com/taset/taset/assets/img/shape/4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/shape/4.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:02	23616/23616	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:02%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/1.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:02	27634/27634	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:02%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/2.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:02	4095/4095	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:03%20GMT	https://template.hasthemes.com/taset/taset/assets/img/shape/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/shape/1.webp	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:02	16977/16977	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb88-4251%22	https://template.hasthemes.com/taset/taset/assets/js/modernizr.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/modernizr.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:03	89503/89503	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb82-15d9f%22	https://template.hasthemes.com/taset/taset/assets/js/jquery-main.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/jquery-main.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:03	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb84-2bd8%22	https://template.hasthemes.com/taset/taset/assets/js/jquery-migrate.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/jquery-migrate.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:05	20059/20059	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb8a-4e5b%22	https://template.hasthemes.com/taset/taset/assets/js/popper.min.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/popper.min.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:05	60367/60367	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb7c-ebcf%22	https://template.hasthemes.com/taset/taset/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/bootstrap.min.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:06	134574/134574	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb8c-20dae%22	https://template.hasthemes.com/taset/taset/assets/js/swiper.min.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/swiper.min.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:06	1348/1348	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb86-544%22	https://template.hasthemes.com/taset/taset/assets/js/jquery.countdown.min.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/jquery.countdown.min.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:07	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb80-8a80%22	https://template.hasthemes.com/taset/taset/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/isotope.pkgd.min.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:07	7626/7626	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638dbb7e-1dca%22	https://template.hasthemes.com/taset/taset/assets/js/custom.js	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/js/custom.js	(from https://template.hasthemes.com/taset/taset/index.html)
20:37:07	3240/3240	---M--	200	added ('OK')	font/woff2	etag:%22638dbb70-ca8%22	https://template.hasthemes.com/taset/taset/assets/fonts/icofont.woff2	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/fonts/icofont.woff2	(from https://template.hasthemes.com/taset/taset/assets/css/icofont.css)
20:37:08	3900/3900	---M--	200	added ('OK')	font/woff	etag:%22638dbb6e-f3c%22	https://template.hasthemes.com/taset/taset/assets/fonts/icofont.woff	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/fonts/icofont.woff	(from https://template.hasthemes.com/taset/taset/assets/css/icofont.css)
20:37:08	7094/7094	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:08%20GMT	https://template.hasthemes.com/taset/taset/assets/img/photos/bg1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/photos/bg1.webp	(from https://template.hasthemes.com/taset/taset/assets/css/style.css)
20:37:09	52696/52696	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:09%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s1.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:09	26600/26600	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:09%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s2.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:09	50292/50292	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:09%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s3.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:09	37588/37588	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:10%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s4.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:10	22970/22970	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:10%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s5.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s5.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:10	35604/35604	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:10%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s6.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s6.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:11	29086/29086	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:11%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s8.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s8.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:11	55462/55462	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:11%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/s7.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/s7.webp	(from https://template.hasthemes.com/taset/taset/services.html)
20:37:11	44530/44530	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:12%20GMT	https://template.hasthemes.com/taset/taset/assets/img/service/details/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/service/details/1.webp	(from https://template.hasthemes.com/taset/taset/service-details.html)
20:37:12	24564/24564	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:12%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/1.webp	(from https://template.hasthemes.com/taset/taset/projects.html)
20:37:12	27178/27178	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:12%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/2.webp	(from https://template.hasthemes.com/taset/taset/projects.html)
20:37:12	21710/21710	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:13%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/3.webp	(from https://template.hasthemes.com/taset/taset/projects.html)
20:37:13	38188/38188	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:13%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/4.webp	(from https://template.hasthemes.com/taset/taset/projects.html)
20:37:14	19572/19572	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:14%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/5.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/5.webp	(from https://template.hasthemes.com/taset/taset/projects.html)
20:37:14	15098/15098	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:15%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/6.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/6.webp	(from https://template.hasthemes.com/taset/taset/projects.html)
20:37:15	36570/36570	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:15%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/details/1.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/details/1.webp	(from https://template.hasthemes.com/taset/taset/project-details.html)
20:37:15	22072/22072	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:15%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/details/2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/details/2.webp	(from https://template.hasthemes.com/taset/taset/project-details.html)
20:37:16	37072/37072	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:16%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/details/3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/details/3.webp	(from https://template.hasthemes.com/taset/taset/project-details.html)
20:37:16	26762/26762	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:16%20GMT	https://template.hasthemes.com/taset/taset/assets/img/projects/details/4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/projects/details/4.webp	(from https://template.hasthemes.com/taset/taset/project-details.html)
20:37:16	58530/58530	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:17%20GMT	https://template.hasthemes.com/taset/taset/assets/img/photos/a2.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/photos/a2.webp	(from https://template.hasthemes.com/taset/taset/about.html)
20:37:17	20232/20232	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:17%20GMT	https://template.hasthemes.com/taset/taset/assets/img/photos/error.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/photos/error.webp	(from https://template.hasthemes.com/taset/taset/page-not-found.html)
20:37:17	3447/3447	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:17%20GMT	https://template.hasthemes.com/taset/taset/assets/img/photos/404.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/photos/404.webp	(from https://template.hasthemes.com/taset/taset/page-not-found.html)
20:37:17	17034/17034	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:18%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/3.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/3.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:18	23244/23244	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:18%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/4.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/4.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:19	25484/25484	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:19%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/5.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/5.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:20	21974/21974	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:19%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/6.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/6.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:20	19434/19434	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:20%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/7.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/7.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:20	14408/14408	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:20%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/8.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/8.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:20	18868/18868	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:21%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/9.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/9.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:21	20846/20846	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:21%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/10.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/10.webp	(from https://template.hasthemes.com/taset/taset/blog.html)
20:37:21	1722/1722	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:21%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/11.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/11.webp	(from https://template.hasthemes.com/taset/taset/blog-left-sidebar.html)
20:37:21	2086/2086	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:22%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/12.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/12.webp	(from https://template.hasthemes.com/taset/taset/blog-left-sidebar.html)
20:37:22	2038/2038	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2015:07:22%20GMT	https://template.hasthemes.com/taset/taset/assets/img/blog/13.webp	C:/My%20Web%20Sites/Main_project/template.hasthemes.com/taset/taset/assets/img/blog/13.webp	(from https://template.hasthemes.com/taset/taset/blog-left-sidebar.html)
